                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                                     date 
                                      50                                      448                  7.0000000000000000E+000                  1.0000000000000000E-003                  4.5497190750010674E-001                  7.5836984583351114E-002                  4.3694162043942679E+003                  9.3912917406599299E+003                  1.6934589457454152E+002                 -1.1592039773970203E+001                  7.5700000000000023E-001                  2.5753670467055527E-005                  2.4197424632953299E-001                  1.7208036628528031E-004                  5.0407926026592789E-005                  4.6696878964196011E-004                  9.7117946905719049E-005                  7.0000000000000000E+000                  0.0000000000000000E+000                  5.2990000000000022E+000                  1.8027569326938873E-004                  1.6938197243067314E+000                  1.2045625639969621E-003                  3.5285548218614947E-004                  3.2687815274937211E-003                  6.7982562834003365E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9996582817399737E+000                  1.6888078725898924E+002                  6.9995789769629750E+000                  1.6876537246574799E+002                  8.3396257257180177E+006                  7.2322863726206810E+002                  7.4537137097905846E+006                  3.1705407164901866E-022                  3.1705407164901866E-022                  0.0000000000000000E+000                  1.2684261030153914E-023                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4358071695394944E+007                                    11701                               "gfortran"                                  "8.3.0"                  "x86_64-linux-20190503"                               "20190812" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83 
                                    zone                                     logT                                   logRho                                     logP                                     logR                               luminosity                                     logL                                 velocity                                  entropy                         conv_mixing_type                                   csound                             v_div_csound                             total_energy                                  v_div_r                                      eta                                       mu                                    logdq                                 dq_ratio                                        q                                   radius                              temperature                                      tau                                   logtau                                 pressure                          pgas_div_ptotal                                  logPgas                                    grada                                   free_e                                     abar                                       ye                              log_opacity                                  eps_nuc                              non_nuc_neu                                 eps_grav                        mlt_mixing_length                                log_D_mix                             log_conv_vel                      conv_vel_div_csound                            log_mlt_D_mix                    pressure_scale_height                                    gradT                                    gradr                                  dlnd_dt                                  dlnT_dt                                     mass                                     mmid                                    logxq                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                      o18                                     ne20                                     ne22                                     mg24                                       pp                                      cno                                 tri_alfa                                   burn_c                                   burn_n                                   burn_o                                  burn_ne                                  burn_na                                  burn_mg                                  burn_si                                   burn_s                                  burn_ar                                  burn_ca                                  burn_ti                                  burn_cr                                  burn_fe                                  c12_c12                                  c12_o16                                  o16_o16                                    pnhe4                                    photo                                ni56_co56                                co56_fe56                                    other                          gradr_sub_grada                                     logQ 
                                       1                  3.6404234152283346E+000                 -8.0242167091523982E+000                  3.4460252197568222E+000                  2.2287746725765487E+000                  9.3912917406599299E+003                  3.9727253321231224E+000                  0.0000000000000000E+000                  2.1744916814959417E+001                                        0                  6.9863151319478126E+005                 -1.1694257718993391E-003                 -7.6784154526765828E+013                  0.0000000000000000E+000                 -2.1205443681524191E+001                  1.2233511090618805E+000                 -1.2301029995663979E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.6934589457454152E+002                  4.3694162070052307E+003                  6.6666666666666663E-001                 -1.7609125905568127E-001                  2.7927060107431539E+003                  9.9967084521667238E-001                  3.4458822461192118E+000                  3.9368643046520291E-001                  1.5214595007101672E-004                  1.2231472316570258E+000                  8.7850387669199270E-001                 -2.7966069475275162E+000                  1.6221444179918152E-027                  0.0000000000000000E+000                  5.1547582913781991E+000                  8.8274217462741379E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  6.3417208441867134E-001                  1.2502057585885695E-001                  1.2502057585885695E-001                  3.3066305771067286E-011                  1.0206380334456899E-011                  7.0000000000000000E+000                  6.9999999999982494E+000                 -9.8999999999999986E+001                  7.5700000000000023E-001                  2.5753670467055527E-005                  2.4197424632953296E-001                  1.7208036628528034E-004                  5.0407926026592789E-005                  4.6696878964196028E-004                  1.0536743466985700E-006                  9.7117946905719076E-005                  7.8550770109738700E-006                  2.0451621978266528E-004                  1.6221444179918152E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6866585460634596E-001                 -3.3050635396090673E+000 
                                       2                  3.6404234157471018E+000                 -8.0242167055217273E+000                  3.4460252239062772E+000                  2.2287746725610100E+000                  9.3912917406599227E+003                  3.9727253321231224E+000                  0.0000000000000000E+000                  2.1744916809637502E+001                                        0                  6.9863151363376295E+005                 -1.1694257715902693E-003                 -7.6784154529014250E+013                  0.0000000000000000E+000                 -2.1205443674926546E+001                  1.2233511090599092E+000                 -1.2301029995663979E+001                  1.0000000000000000E+000                  9.9999999999949996E-001                  1.6934589456848246E+002                  4.3694162122245234E+003                  6.6666667303736171E-001                 -1.7609125490554470E-001                  2.7927060374259886E+003                  9.9967084521824445E-001                  3.4458822502693498E+000                  3.9368643051092583E-001                  1.5214595007550122E-004                  1.2231472316570258E+000                  8.7850387669199270E-001                 -2.7966069414086800E+000                  1.6221444315541228E-027                  0.0000000000000000E+000                  5.1547587509513981E+000                  8.8274217509192444E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  6.3417208513115420E-001                  1.2502057703821287E-001                  1.2502057703821287E-001                  3.3066307727050893E-011                  1.0206380613884886E-011                  6.9999999999964997E+000                  6.9999999999947500E+000                 -1.2301029995663979E+001                  7.5700000000000023E-001                  2.5753670467055527E-005                  2.4197424632953296E-001                  1.7208036628528034E-004                  5.0407926026592789E-005                  4.6696878964196028E-004                  1.0536743466985700E-006                  9.7117946905719076E-005                  7.8550770109738700E-006                  2.0451621978266528E-004                  1.6221444315541225E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6866585344985150E-001                 -3.3050635370159309E+000 
                                       3                  3.6404234232804527E+000                 -8.0242166527984438E+000                  3.4460252841631558E+000                  2.2287746725454696E+000                  9.3912917406599117E+003                  3.9727253321231215E+000                  0.0000000000000000E+000                  2.1744916732354373E+001                                        0                  6.9863152000850695E+005                 -1.1694257709137933E-003                 -7.6784154561661141E+013                  0.0000000000000000E+000                 -2.1205443579117961E+001                  1.2233511090312859E+000                 -1.0853201091841278E+001                  3.5659158983048736E-002                  9.9999999999899991E-001                  1.6934589456242276E+002                  4.3694162880172107E+003                  6.6666667940805691E-001                 -1.7609125075540813E-001                  2.7927064249044565E+003                  9.9967084524107530E-001                  3.4458823105361467E+000                  3.9368643117483049E-001                  1.5214595014062548E-004                  1.2231472316570260E+000                  8.7850387669199248E-001                 -2.7966068525531242E+000                  1.6221446285010080E-027                  0.0000000000000000E+000                  5.1547654234239948E+000                  8.8274217608366547E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  6.3417209608690672E-001                  1.2502057939686240E-001                  1.2502057939686240E-001                  3.3066336126787763E-011                  1.0206384671621120E-011                  6.9999999999930003E+000                  6.9999999999439240E+000                 -1.1999999999999998E+001                  7.5700000000000012E-001                  2.5753670467055524E-005                  2.4197424632953299E-001                  1.7208036628528031E-004                  5.0407926026592782E-005                  4.6696878964196017E-004                  1.0536743466985698E-006                  9.7117946905719062E-005                  7.8550770109738683E-006                  2.0451621978266526E-004                  1.6221446285010080E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6866585113692260E-001                 -3.3050634993593491E+000 
                                       4                  3.6404234523763264E+000                 -8.0242164491667261E+000                  3.4460255168916860E+000                  2.2287746721097079E+000                  9.3912917406596498E+003                  3.9727253321231095E+000                  0.0000000000000000E+000                  2.1744916433865377E+001                                        0                  6.9863154462951631E+005                 -1.1694257520140753E-003                 -7.6784154687751375E+013                  0.0000000000000000E+000                 -2.1205443209079078E+001                  1.2233511089207325E+000                 -1.0376079837121615E+001                  3.3333333333333337E-001                  9.9999999998497824E-001                  1.6934589439250468E+002                  4.3694165807494301E+003                  6.6666685806332138E-001                 -1.7609113437193266E-001                  2.7927079214526816E+003                  9.9967084532925399E-001                  3.4458825433029854E+000                  3.9368643373902984E-001                  1.5214595039215320E-004                  1.2231472316570260E+000                  8.7850387669199248E-001                 -2.7966065093686190E+000                  1.6221453891638839E-027                  0.0000000000000000E+000                  5.3119618619899471E+000                  8.8274220389553055E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  6.3417213731136202E-001                  1.2502064554115452E-001                  1.2502064554115452E-001                  3.3598712862217772E-011                  1.0207887029544956E-011                  6.9999999998948477E+000                  6.9999999997476197E+000                 -1.0823282561069053E+001                  7.5700000000000012E-001                  2.5753670467055527E-005                  2.4197424632953299E-001                  1.7208036628528028E-004                  5.0407926026592782E-005                  4.6696878964196017E-004                  1.0536743466985698E-006                  9.7117946905719062E-005                  7.8550770109738683E-006                  2.0451621978266526E-004                  1.6221453891638839E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6866578627472582E-001                 -3.3050633539193797E+000 
                                       5                  3.6404235032941479E+000                 -8.0242160928115602E+000                  3.4460259241663187E+000                  2.2287746708024132E+000                  9.3912917406588404E+003                  3.9727253321230722E+000                  0.0000000000000000E+000                  2.1744915911510848E+001                                        0                  6.9863158771632705E+005                 -1.1694256955402606E-003                 -7.6784154908410281E+013                  0.0000000000000000E+000                 -2.1205442561511962E+001                  1.2233511087272628E+000                 -1.0251141100513316E+001                  7.5000000000000011E-001                  9.9999999994291333E-001                  1.6934589388274688E+002                  4.3694170930312966E+003                  6.6666739402954034E-001                 -1.7609078522141616E-001                  2.7927105404121025E+003                  9.9967084548356633E-001                  3.4458829506446564E+000                  3.9368643822638916E-001                  1.5214595083232896E-004                  1.2231472316570260E+000                  8.7850387669199248E-001                 -2.7966059087953874E+000                  1.6221467203235099E-027                  0.0000000000000000E+000                  5.0880761863062620E+000                  8.8274228733112976E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  6.3417220787452810E-001                  1.2502084397419544E-001                  1.2502084397419544E-001                  3.2840549085247851E-011                  1.0205795006937243E-011                  6.9999999996003934E+000                  6.9999999994040909E+000                 -1.0243466032613021E+001                  7.5700000000000012E-001                  2.5753670467055524E-005                  2.4197424632953299E-001                  1.7208036628528031E-004                  5.0407926026592789E-005                  4.6696878964196022E-004                  1.0536743466985698E-006                  9.7117946905719062E-005                  7.8550770109738683E-006                  2.0451621978266526E-004                  1.6221467203235096E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6866559168798843E-001                 -3.3050630993998560E+000 
                                       6                  3.6404235905819311E+000                 -8.0242154819179561E+000                  3.4460266223505256E+000                  2.2287746690593551E+000                  9.3912917406578072E+003                  3.9727253321230243E+000                  0.0000000000000000E+000                  2.1744915016047624E+001                                        0                  6.9863166157952114E+005                 -1.1694256202668045E-003                 -7.6784155286681469E+013                  0.0000000000000000E+000                 -2.1205441451399405E+001                  1.2233511083956001E+000                 -9.9501111048493343E+000                  4.9999999999999994E-001                  9.9999999988682675E-001                  1.6934589320307040E+002                  4.3694179712298146E+003                  6.6666810865215886E-001                 -1.7609031968718378E-001                  2.7927150300569033E+003                  9.9967084574810050E-001                  3.4458836489437878E+000                  3.9368644591903074E-001                  1.5214595158691941E-004                  1.2231472316570260E+000                  8.7850387669199248E-001                 -2.7966048792405109E+000                  1.6221490023103632E-027                  0.0000000000000000E+000                  5.1460123438745606E+000                  8.8274239857874100E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  6.3417233028439501E-001                  1.2502110855203713E-001                  1.2502110855203713E-001                  3.3036820892831575E-011                  1.0206389719426942E-011                  6.9999999992077884E+000                  6.9999999988151815E+000                 -9.9462566164180757E+000                  7.5700000000000012E-001                  2.5753670467055531E-005                  2.4197424632953302E-001                  1.7208036628528034E-004                  5.0407926026592796E-005                  4.6696878964196022E-004                  1.0536743466985700E-006                  9.7117946905719062E-005                  7.8550770109738683E-006                  2.0451621978266534E-004                  1.6221490023103632E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6866533223856592E-001                 -3.3050626630818183E+000 
                                       7                  3.6404237651578639E+000                 -8.0242142601344426E+000                  3.4460280187156154E+000                  2.2287746655732463E+000                  9.3912917406557135E+003                  3.9727253321229274E+000                  0.0000000000000000E+000                  2.1744913225129473E+001                                        0                  6.9863180930626858E+005                 -1.1694254696946009E-003                 -7.6784156043221141E+013                  0.0000000000000000E+000                 -2.1205439231183966E+001                  1.2233511077322685E+000                 -9.6490811091853530E+000                  5.0000000000000000E-001                  9.9999999977465359E-001                  1.6934589184372047E+002                  4.3694197276310661E+003                  6.6666953790080141E-001                 -1.7608938861799764E-001                  2.7927240093467740E+003                  9.9967084627716474E-001                  3.4458850455387227E+000                  3.9368646130440316E-001                  1.5214595309611685E-004                  1.2231472316570260E+000                  8.7850387669199248E-001                 -2.7966028201275162E+000                  1.6221535662799155E-027                  0.0000000000000000E+000                  5.1625427251369205E+000                  8.8274262107451340E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  6.3417257510475600E-001                  1.2502163770935751E-001                  1.2502163770935751E-001                  3.3092936977824077E-011                  1.0206639039195631E-011                  6.9999999984225747E+000                  6.9999999976373628E+000                 -9.6471495887720842E+000                  7.5700000000000012E-001                  2.5753670467055531E-005                  2.4197424632953299E-001                  1.7208036628528031E-004                  5.0407926026592789E-005                  4.6696878964196022E-004                  1.0536743466985700E-006                  9.7117946905719062E-005                  7.8550770109738683E-006                  2.0451621978266528E-004                  1.6221535662799155E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6866481333813075E-001                 -3.3050617904501713E+000 
                                       8                  3.6404241143111871E+000                 -8.0242118165821736E+000                  3.4460308114325100E+000                  2.2287746586010462E+000                  9.3912917406515153E+003                  3.9727253321227334E+000                  0.0000000000000000E+000                  2.1744909643324981E+001                                        0                  6.9863210476121632E+005                 -1.1694251685741980E-003                 -7.6784157556290031E+013                  0.0000000000000000E+000                 -2.1205434790791696E+001                  1.2233511064055855E+000                 -9.3480511135213717E+000                  5.0000000000000000E-001                  9.9999999955030727E-001                  1.6934588912502727E+002                  4.3694232404503491E+003                  6.6667239641170839E-001                 -1.7608752647673975E-001                  2.7927419679277014E+003                  9.9967084733527622E-001                  3.4458878387153002E+000                  3.9368649207552103E-001                  1.5214595611457202E-004                  1.2231472316570260E+000                  8.7850387669199248E-001                 -2.7965987018889340E+000                  1.6221626942024033E-027                  0.0000000000000000E+000                  5.1508740521573078E+000                  8.8274306606814774E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  6.3417306474796731E-001                  1.2502269603046456E-001                  1.2502269603046456E-001                  3.3053754747665188E-011                  1.0206756346269819E-011                  6.9999999968521509E+000                  6.9999999952817262E+000                 -9.3470842795133819E+000                  7.5700000000000012E-001                  2.5753670467055534E-005                  2.4197424632953299E-001                  1.7208036628528036E-004                  5.0407926026592789E-005                  4.6696878964196028E-004                  1.0536743466985704E-006                  9.7117946905719062E-005                  7.8550770109738700E-006                  2.0451621978266534E-004                  1.6221626942024033E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6866377553097792E-001                 -3.3050600452045487E+000 
                                       9                  3.6404248126236638E+000                 -8.0242069295366854E+000                  3.4460363968131373E+000                  2.2287746446567227E+000                  9.3912917406431388E+003                  3.9727253321223461E+000                  0.0000000000000000E+000                  2.1744902479843841E+001                                        0                  6.9863269567691570E+005                 -1.1694245663793322E-003                 -7.6784160582385578E+013                  0.0000000000000000E+000                 -2.1205425910161640E+001                  1.2233511037521385E+000                 -9.0470211178573905E+000                  5.0000000000000011E-001                  9.9999999910161474E-001                  1.6934588368767109E+002                  4.3694302661560505E+003                  6.6667811348801020E-001                 -1.7608380218268194E-001                  2.7927778850941399E+003                  9.9967084945143092E-001                  3.4458934250152646E+000                  3.9368655361924815E-001                  1.5214596215173040E-004                  1.2231472316570260E+000                  8.7850387669199248E-001                 -2.7965904653612061E+000                  1.6221809499808939E-027                  0.0000000000000000E+000                  5.1553344006371011E+000                  8.8274395606381866E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  6.3417404404434630E-001                  1.2502481269849780E-001                  1.2502481269849780E-001                  3.3069339589496669E-011                  1.0207130907395500E-011                  6.9999999937113033E+000                  6.9999999905704557E+000                 -9.0465374318055929E+000                  7.5700000000000012E-001                  2.5753670467055524E-005                  2.4197424632953299E-001                  1.7208036628528034E-004                  5.0407926026592789E-005                  4.6696878964196022E-004                  1.0536743466985698E-006                  9.7117946905719062E-005                  7.8550770109738683E-006                  2.0451621978266528E-004                  1.6221809499808939E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6866169989159888E-001                 -3.3050565547840129E+000 
